text,score,label
你跑哪儿去了？你都人间蒸发整整6年了,0.9971839785575867,Negative
结果突然之间你就跑来了旧金山 还救了我的小命,0.7910047173500061,Positive
我肯定是被那帮混蛋打晕了,0.9783655405044556,Negative
实际上 你是被我打晕的,0.9399917721748352,Negative
-你怎么能这样？-阿龙,0.9956217408180237,Negative
我还以为你是我朋友,0.9219253659248352,Negative
我是啊 阿龙,0.8849695920944214,Negative
对不起 但这个地点必须保密,0.9713494777679443,Positive
我懂 这些垃圾特别宝贵,0.9990317821502686,Negative
-阿龙-咱们还是,0.7154155969619751,Negative
6年之后再见面吧,0.5428628921508789,Positive
-先失陪一下 要打电话叫车-阿龙,0.9749915599822998,Negative
什么…,0.9970819354057312,Negative
我想警告你来着,0.8878214955329895,Negative
你怎么下来的？,0.847235918045044,Positive
走楼梯呗,0.9419376254081726,Negative
跟我来,0.8770800828933716,Positive
阿龙 欢迎来到13区,0.7624803185462952,Positive
我还以为你是国际刑警,0.5615791082382202,Negative
咱俩刚认识的时候,0.8188310265541077,Positive
我就在秘密管理这个机构了,0.5886468887329102,Negative
你是特工吗 这些人都是特工吗？,0.9924166202545166,Negative
我们依然是执法人员 阿龙,0.9675025343894958,Positive
不过是精锐特种部队,0.985450029373169,Negative
你为什么要带我来这儿？,0.5225216746330261,Positive
我们得知 你不久前从巴伐利亚带回来了一件文物,0.9449775218963623,Positive
-怎么人人都知道这事儿？-怎么了？,0.9321923851966858,Negative
今天已经有人为这个找过我了,0.8467209935188293,Negative
我就怕这个,0.9879258871078491,Negative
跟我详细说说？,0.8677678108215332,Positive
13区是为了调查大规模跨国案件而成立的,0.7775360345840454,Positive
调查后发现这些案件的幕后都隐藏着,0.7079306244850159,Positive
一个叫做黑手党的犯罪团伙,0.8185785412788391,Negative
这个黑手党跟现今所有的罪案,0.503510594367981,Positive
都有着千丝万缕的联系,0.7609154582023621,Positive
这群人的头领就是这个人,0.8189160227775574,Positive
他叫瓦龙,0.8170962333679199,Negative
你是说 一个人把你们全打败了？,0.7809105515480042,Negative
-是的 但是…-一个考古学家,0.5354376435279846,Negative
打败了我派去的,0.7063100934028625,Positive
三个装备了高科技武器的打手？,0.6347496509552002,Positive
我们应该提到过 他装备了两把雨刷,0.8866015672683716,Positive
特鲁,0.7441164255142212,Negative
特鲁 我们没法呼吸了,0.936600923538208,Negative
够了,0.5367804765701294,Positive
特鲁 把盾给我夺过来,0.6268109083175659,Positive
瓦龙 虽然你的特鲁很厉害,0.7479767799377441,Positive
但他可能也需要…,0.7171589136123657,Negative
黑影兵团来帮忙,0.9058095216751099,Positive
谨遵命令 圣主,0.9877327680587769,Positive
我们最近发现 黑手党突然开始,0.6174218058586121,Negative
搜集某些有特殊背景的文物,0.982397735118866,Negative
-为什么？-不清楚,0.9810050129890442,Negative
为了应对这种新情况,0.898932695388794,Positive
13区需要你这种考古专家的协助,0.8711208701133728,Positive
我就是个文物爱好者,0.5586094260215759,Positive
是个聪敏睿智的爱好者也是我了解并信任的人,0.9542831778526306,Positive
但我还得回学校上班呢,0.7368340492248535,Positive
这是个兼职 阿龙 你只用做做研究,0.9741277098655701,Negative
让我们走在瓦龙前头就行,0.9248011708259583,Positive
我想想吧,0.5999737977981567,Negative
龙叔！,0.9859604835510254,Positive
-这是谁？-跟她不熟,0.9857118725776672,Negative
后退,0.9966931343078613,Negative
龙叔 抓住,0.9811916947364807,Positive
我这就救你出去,0.9714226722717285,Negative
你会说英语啊？,0.9129107594490051,Negative
抱歉,0.928109347820282,Negative
-小心 对不起 借过-喂,0.9251864552497864,Negative
当心,0.8651491403579712,Negative
抱歉,0.928109347820282,Negative
阿龙 你看见了几根手指？,0.5722895860671997,Negative
哎呀 好多鱼,0.9814474582672119,Positive
放开我,0.7849805355072021,Negative
小姑娘 你是怎么进来的？,0.7766594886779785,Positive
走楼梯咯,0.9339190125465393,Negative
你从哪儿弄的小摩托？,0.6092550754547119,Positive
伤到了怎么办？,0.9269548058509827,Negative
我从他们车库里顺出来的,0.7011362910270691,Positive
我就知道要用车才能逃出生天,0.5340648293495178,Negative
继续逃命不？,0.5657404065132141,Positive
小玉 这些人是我朋友,0.9692302346229553,Negative
他们先把你打晕,0.986578106880188,Negative
然后把你掳到一个秘密地下基地里 这种人是你朋友？,0.986071765422821,Negative
对啊,0.639894425868988,Negative
美国真酷啊,0.8729219436645508,Positive
一个小孩儿是怎么突破我们的安保系统的？,0.8553013205528259,Positive
我才不是普通小孩儿,0.5772857069969177,Negative
我是龙叔的侄女,0.9824947714805603,Positive
我才知道你有个侄女 阿龙,0.9218739867210388,Positive
我也一样,0.7358417510986328,Negative
-小玉-你说 我是不是,0.9245936274528503,Negative
特别勇敢？,0.9347007870674133,Positive
是的 但你的头脑也必须更灵活,0.9815531969070435,Positive
要明白 哪些事能做 哪些不能,0.9214349985122681,Negative
有勇无谋是愚蠢的同义词 懂吗？,0.9890706539154053,Negative
你用词太复杂 我不太懂,0.9951750040054321,Negative
-你好-阿龙啊,0.845298171043396,Negative
-老爹？-你跑哪儿去了？,0.9784946441650391,Negative
不能说,0.8782460689544678,Negative
还有一件事,0.5538066625595093,Negative
你知道小玉在哪儿不？,0.9496533274650574,Negative
知道 她跟着我呢,0.6273910999298096,Negative
你看 我就知道你俩肯定能玩儿到一起去,0.9910697937011719,Positive
还有一件事,0.5538066625595093,Negative
我一直在查那面盾的资料,0.7763659358024597,Positive
阿龙 我知道盾上铭文是什么了,0.9734135270118713,Positive
那些都是咒语,0.9957483410835266,Negative
咒语？,0.9245084524154663,Negative
是魔法 威力特别大,0.9035171866416931,Positive
但盾本身无关紧要,0.5370885133743286,Negative
怎么可能无关紧要啊 老爹,0.9262155294418335,Negative
我今天碰见的人都想要那面盾,0.8734867572784424,Positive
不 盾真的没什么用,0.9855952262878418,Negative
把盾给我,0.7225677967071533,Negative
老爹？,0.799056887626648,Negative
老爹？,0.799056887626648,Negative
老爹 说话啊？,0.8542876839637756,Negative
你的老爹目前没事 成先生,0.9762584567070007,Positive
你如果拖着不把盾给我…,0.8284035921096802,Negative
好的 我明白,0.8175567984580994,Positive
我这就把它拿给你们也不会跟别人提这事儿,0.937804102897644,Negative
兄弟 帮个忙？帮我照顾一下我侄女,0.9465950727462769,Positive
-阿龙 你去哪儿？-别问 求你了,0.7379990220069885,Negative
好吧 小姑娘,0.907247006893158,Positive
老爹把盾藏哪儿了？,0.9283470511436462,Negative
你好,0.7493663430213928,Negative
-你怎么…-走楼梯,0.9686532616615295,Negative
好吧 走这个楼梯进你房间待着,0.6004869341850281,Negative
让我帮忙嘛老爹也是我的长辈呀 可能？,0.781985342502594,Positive
好吧 帮我找找那面盾,0.7442429065704346,Positive
-是这个吗？-就是它,0.8597378134727478,Negative
我这应该算是有勇有谋了吧,0.6624956727027893,Positive
谢谢,0.8412238955497742,Negative
回你房间去吧,0.8468399047851562,Negative
老爹就被关在上面 对吧？,0.9167495965957642,Negative
你会不会英语啊？,0.8993749022483826,Negative
你明明知道我会,0.6071587800979614,Negative
我让你〝回房间〞你怎么就听不懂呢,0.9857608675956726,Negative
待在这儿别乱跑,0.7279481291770935,Positive
不然我就马上把你打包送回香港,0.775174617767334,Negative
对天发誓不乱跑,0.5059884190559387,Negative
反正我不信老天爷,0.9343450665473938,Negative
把盾给我,0.7225677967071533,Negative
你老板为什么这么想要它？,0.5927448272705078,Negative
跟你无关,0.9921088814735413,Negative
好吧 想要这面盾吗 接好了,0.5738868713378906,Negative
白痴 跟你老爹说再见吧,0.999333918094635,Negative
-嘿-我敢说 我绝对跑得比你快,0.8751855492591858,Positive
想要就来拿呀,0.9289379715919495,Positive
快跑 老爹,0.9368799924850464,Positive
龙叔！,0.9859604835510254,Positive
我来接,0.5956148505210876,Positive
把盾给我,0.7225677967071533,Negative
真的 你只需要帮我们做研究就行,0.9874424338340759,Positive
阿龙 我从来都不想让你们一家搅进这种事,0.6599820256233215,Positive
不是你的错,0.6374801993370056,Negative
黑手党是被盾吸引过来的,0.8677710890769958,Positive
我不是说了嘛 盾本身无关紧要,0.8545360565185547,Negative
盾中心的符咒才是重点,0.7730623483657837,Positive
那里蕴含着魔力,0.7365348935127258,Positive
别担心,0.6943202018737793,Positive
我们从黑手党里拿回符咒后,0.8091354370117188,Positive
一定立刻开始研究魔法,0.9868491888046265,Positive
不用啦,0.9925734996795654,Negative
我就是变得,0.9595683813095093,Negative
有勇有谋了 对吧,0.9881089329719543,Positive
主人,0.576997697353363,Negative
特鲁 你怎么…,0.7340273261070251,Negative
怎么了？,0.9813887476921082,Negative
还有一件事,0.5538066625595093,Negative
看见上面的符号没？,0.7478094100952148,Negative
这是十二生肖中的鸡,0.7932738065719604,Positive
肯定还有11个符咒流落在外,0.8776745796203613,Negative
我猜黑手党一定也在寻找这些符咒,0.8902333974838257,Positive
你要来帮我吗 阿龙？,0.7381604313850403,Negative
当然要啊,0.7483929395675659,Positive
龙叔 你为什么要制作这部动画片呀？,0.9801225066184998,Positive
我小时候特别喜欢看动画片,0.6783745884895325,Positive
我希望自己以后能成为动画片里的角色,0.6708941459655762,Positive
在动画片里 我能完成很多现实中做不到的动作,0.8998484015464783,Positive
这样 很多很多年之后,0.8685252070426941,Negative
观众们 尤其是孩子们 还会记得我,0.5399773120880127,Positive
今天我的梦想终于实现了我爱死动画片了,0.9214915037155151,Positive
《成龙历险记》前情提要...,0.9743824005126953,Negative
这是你侄女小玉,0.8284913897514343,Negative
我还有个侄女啊？,0.5692551136016846,Negative
我看不懂这上面的铭文,0.9878258109092712,Negative
用的文字太古老了,0.9934791326522827,Negative
这个黑手党跟现今所有的罪案都有着千丝万缕的联系,0.9131262898445129,Positive
这群人的头领叫瓦龙,0.5422050356864929,Negative
你是说 一个人把你们全打败了？,0.7809105515480042,Negative
特鲁 把盾给我夺过来,0.6268109083175659,Positive
阿龙啊...,0.8830755949020386,Negative
我知道盾上铭文是什么了,0.8233380913734436,Positive
那些都是咒语,0.9957483410835266,Negative
但盾本身无关紧要,0.5370885133743286,Negative
怎么可能无关紧要啊 老爹,0.9262155294418335,Negative
我今天碰见的人都想要那面盾,0.8734867572784424,Positive
盾本身无关紧要,0.953674852848053,Negative
盾中心的符咒才是重点,0.7730623483657837,Positive
那里蕴含着魔力,0.7365348935127258,Positive
瓦龙 你的人是不是眼睛有毛病？,0.7286770939826965,Negative
有眼睛的人都能看出来,0.8307453989982605,Positive
盾牌上的符咒没了,0.8675582408905029,Negative
咱老板为啥心甘情愿地听一个石雕的指挥？,0.8612343668937683,Negative
因为那玩意儿会说人话,0.9586623311042786,Negative
将心比心 我保证过会让你财源滚滚但如果滚滚而来的都是假币,0.9657781720161438,Negative
你会怎么想？,0.6549587249755859,Negative
请您放心 圣主我会把您的符咒都拿回来的,0.922484278678894,Positive
我也保证,0.5944026112556458,Positive
不会再让那个成龙,0.9933880567550659,Negative
坏我们黑手党的好事儿,0.5197014808654785,Negative
怎么吃中餐啊 我在香港天天吃中餐,0.7693695425987244,Positive
来了美国就不能吃点本地特色菜吗？,0.5721577405929565,Negative
阿龙啊 那个鸡符咒里,0.5773129463195801,Negative
蕴含着巨大的魔力,0.7724823951721191,Positive
-它能干什么呀？-小玉 别毛毛躁躁的,0.9645881056785583,Negative
传说中 一共有12个符咒,0.9123439788818359,Positive
代表着中国的十二生肖,0.9733860492706299,Positive
每一个都具有不同的法力,0.8290517926216125,Positive
什么法力？,0.6905148029327393,Positive
小玉,0.8620415925979614,Negative
传说还说了 这些符咒被保存在,0.7678912878036499,Positive
世界各地,0.576384425163269,Negative
要是有哪个符咒,0.6200094819068909,Positive
不幸落到了坏人手里...,0.9311206936836243,Negative
就要被龙叔用沙包大的拳头好好揍一顿,0.9511163234710693,Negative
-见笑-对了,0.5697622299194336,Positive
你什么时候教我功夫呀？,0.9531941413879395,Negative
再说吧 小玉,0.8331390619277954,Negative
老爹 你真的相信这些怪力乱神的东西吗？,0.9959920048713684,Negative
你说我信不信？,0.8979503512382507,Negative
龙叔 快看,0.9388776421546936,Positive
我会功夫啦,0.5477557182312012,Positive
小玉 别在店里胡闹,0.9722388386726379,Negative
起火了,0.9702934622764587,Negative
我侄女真的很愧疚,0.7507325410842896,Negative
你说是不是 侄女？,0.9568493962287903,Negative
我当时脑子不清醒 犯了个蠢,0.9498068690299988,Negative
我只是想让你教我功夫 龙叔,0.9855022430419922,Negative
智者会挖掘自身隐藏的力量,0.9888795614242554,Positive
愚者才会借助他人的力量,0.971264660358429,Negative
只有等你驯服了自己的力量后 我才能教你,0.9814571142196655,Positive
也就是说 你要先管好自己 做个乖孩子,0.7471238374710083,Negative
好了 吃饭吧,0.6387453675270081,Negative
自身隐藏的力量 明白了,0.8707202672958374,Positive
别这么狼吞虎咽的,0.9445436000823975,Negative
把饭嚼烂了再咽下去,0.702026903629303,Positive
有什么可嚼的 这都是汤,0.9984923601150513,Negative
你也说说她呀,0.5555535554885864,Negative
她是你侄女,0.5991726517677307,Negative
鸡味很浓,0.9352306127548218,Negative
吃点心啦,0.6044650077819824,Positive
〝前路晦暗 血光之灾将至〞,0.9637003540992737,Negative
那你可要小心了,0.6623620986938477,Negative
谁会把饼干里的预言当真啊？,0.6493114829063416,Negative
晚上好 成先生,0.9837263226509094,Positive
谁不当真 谁就要造灾,0.996248185634613,Negative
符咒在哪儿？,0.7544353604316711,Positive
咱们快跑,0.928697407245636,Positive
龙叔 加油,0.9675726294517517,Positive
喂,0.8692213892936707,Positive
让阿龙处理这些事儿,0.932813286781311,Negative
老爹也加油,0.9235706925392151,Positive
感谢诸位与我们共进晚餐,0.9851406812667847,Positive
符咒,0.6777918934822083,Negative
之前就放在这儿 他们把它拿走了,0.8260431885719299,Negative
走吧 现在还追得上,0.8866885304450989,Positive
乖乖跟在老爹身边,0.9712400436401367,Positive
好了 坐吧,0.9782295823097229,Positive
是饭店经理,0.6952714920043945,Negative
他看起来要气疯了,0.9490751028060913,Negative
在哪儿呢？,0.8790034651756287,Negative
瓦龙先生 事情稍微有点复杂了,0.990082323551178,Positive
有话直说,0.7001064419746399,Positive
我们把成龙教训了一顿,0.9747970104217529,Negative
狠狠教训了一顿,0.9959443211555481,Negative
但没找见符咒,0.8505303263664246,Negative
回来领罚,0.7529594302177429,Negative
瓦龙 我这么说可能有点事后诸葛亮,0.9185783267021179,Negative
但只要有龙的眼睛指明方向你这些有眼无珠的手下,0.7081252932548523,Positive
应该也能完成任务,0.6345868110656738,Positive
让我乖乖跟着老爹？,0.9904174208641052,Negative
你又没说要跟哪个老爹,0.8396862149238586,Negative
-谁拿着车钥匙呢？-他追上来了,0.9842892289161682,Negative
你们到底想...嗨,0.9587883353233337,Negative
你跟踪我,0.8429778218269348,Negative
我说话的时候你有没有认真听？,0.846980094909668,Negative
你说 是不是把我的话都当成了耳旁风？,0.9951737523078918,Negative
龙叔,0.8085207939147949,Positive
这一点儿都不好玩 很危险的,0.9988447427749634,Negative
看见没 危险这不就跟来了,0.9238272309303284,Negative
快跑,0.9532967209815979,Positive
你怎么不跟他们打呢？,0.9759190678596497,Negative
老话说得好：能逃命就不要打架,0.7865849733352661,Negative
你往那边跑,0.9872485995292664,Negative
-但是...-快跑 你离我越远越安全,0.9143744111061096,Positive
好吧,0.5267407298088074,Positive
他们为什么跟着我？,0.9928675889968872,Negative
可千万别是坏的,0.9902955293655396,Negative
好耶,0.88092440366745,Positive
不好,0.9985053539276123,Negative
小玉,0.8620415925979614,Negative
-抱歉 借用一下 马上就还回来-嘿,0.9961668848991394,Positive
（前方施工）,0.834237813949585,Positive
龙叔 你太帅了！,0.8397725224494934,Positive
不,0.983972430229187,Negative
我怎么飞起来了？,0.7854890823364258,Negative
龙叔,0.8085207939147949,Positive
别插队啊,0.7560380697250366,Negative
龙叔 快抓住,0.9816209673881531,Positive
救命啊,0.8221911787986755,Positive
你们为什么要抓她？,0.9623621702194214,Negative
要掉下去了,0.9750971794128418,Negative
接招吧 忍者,0.7935658693313599,Positive
他们为什么要追着你...,0.93727046251297,Negative
龙叔 我遇到一件好酷的事儿,0.9894853234291077,Positive
我冲出了大桥但没掉下去,0.9247240424156189,Positive
直接在半空中停住了后来还飘了回来 跟演动画片一样,0.9983320832252502,Negative
我会飞啦,0.774740993976593,Negative
小玉 别胡说八道了,0.9949671626091003,Negative
胡说八道 我刚刚救了你的小命,0.9929746389389038,Negative
好好说话 小玉,0.6149890422821045,Negative
黑手党想抓住你 我得去找找原因,0.9799064993858337,Negative
符咒,0.6777918934822083,Negative
不在我手上 被你们拿走啦,0.7471627593040466,Negative
是吧？,0.8831981420516968,Negative
追踪器最终指向了那个女孩儿,0.6570286750793457,Positive
那符咒就应该藏在她身上 特鲁,0.9363341331481934,Negative
她肯定没把那玩意儿当糖吃了,0.9861339926719666,Negative
人在自我挖掘后,0.6067802309989929,Positive
确实能变得更加睿智,0.95258629322052,Positive
我明白了,0.8710026144981384,Positive
你找符咒的时候顺便也把成龙处理掉,0.8287730813026428,Negative
有人吗 快放了我,0.9144159555435181,Negative
等龙叔来救我的时候 你们就完了,0.5362322926521301,Negative
绝对都会被他揍扁,0.9785536527633667,Negative
-小玉？-龙叔？,0.708820104598999,Negative
你〝啊哈〞什么 想干嘛？,0.9685490131378174,Negative
你拿刀干嘛？,0.9008426666259766,Negative
妈呀,0.5470808744430542,Positive
鸡符咒在我肚子里,0.9378372430801392,Positive
但我是什么时候...,0.9698160290718079,Negative
-在饭店吃饭时吃进去的-在饭店吃饭时吃进去的,0.9369115829467773,Negative
符咒那么大你吞下去怎么会没感觉？,0.9179407358169556,Negative
不是告诉你要细嚼慢咽的吗？,0.8024420738220215,Negative
那是汤 汤怎么嚼,0.9977739453315735,Negative
不说了 我们得赶在他动手前想办法把你救出去,0.9335249662399292,Negative
老爹不是说符咒有魔法吗？我可以飞出去,0.5203995108604431,Positive
小玉 即使你能飞...我不是说你不能,0.8736833930015564,Negative
但你现在被绑在一张很结实桌子上桌子还固定在地上 你怎么飞？,0.5121461749076843,Positive
小玉？,0.8502992987632751,Negative
你是个心灵...,0.980244517326355,Negative
你能用意念移动物品,0.5761227607727051,Negative
不 我用的不是意念 是我的胃,0.9931061863899231,Negative
别动,0.8160009980201721,Negative
注意力集中,0.9510264992713928,Positive
你折腾什么呢？,0.9780049920082092,Negative
我想这就是你说的 自身隐藏的力量,0.87281334400177,Positive
根本不是一回事儿快把你身上的皮带切开,0.998903751373291,Negative
好的,0.771259069442749,Positive
大个儿鲁 你吵吵闹闹的...,0.9707896709442139,Negative
成龙,0.6620670557022095,Negative
小玉 快跑 快飞 能干嘛干嘛,0.9851202368736267,Positive
抓住那个丫头该让他尝尝你的厉害了 杰克逊,0.6681030988693237,Negative
糟糕,0.9995595812797546,Negative
上来啊 来抓我啊,0.5171569585800171,Positive
我讨厌鱼,0.9975123405456543,Negative
能逃命干嘛要打架？,0.9740731716156006,Negative
你总算学会点道理了,0.5964347720146179,Positive
走这边,0.5321710705757141,Positive
逃不了怎么办？,0.9218390583992004,Negative
别看,0.9663651585578918,Negative
算了吧 怎么可能不看？,0.742274820804596,Positive
不,0.983972430229187,Negative
我能对付他,0.6453372240066528,Negative
别插手了 你这是帮倒忙,0.9598402976989746,Negative
对不起啦,0.5938868522644043,Negative
龙叔！,0.9859604835510254,Positive
得用这儿最大的东西砸他,0.9564110636711121,Negative
也就是他自己啊,0.9930679798126221,Negative
他好重 我坚持不下去了,0.972695529460907,Negative
唉呀,0.8972453474998474,Negative
抱歉咯,0.823479175567627,Negative
我跟你说 我老爹说得对,0.6965192556381226,Positive
那些符咒里就是有魔法,0.9253260493278503,Negative
你说得都对 阿龙,0.6602175235748291,Negative
现在还是好好休息一下吧,0.8253558278083801,Negative
这都是我的家当,0.9596558213233948,Negative
怎么全跑这儿来了？,0.9269393086433411,Negative
在消灭黑手党前你呆在13区会更安全一些,0.5348584055900574,Positive
希望你住得习惯,0.8412352800369263,Positive
那我老爹呢？,0.803453803062439,Negative
好的魔法比邪恶的魔法更强大,0.8955768942832947,Positive
他不想搬,0.986315906047821,Negative
说是会破坏他店里的风水什么的,0.5452271699905396,Positive
老爹很固执的,0.784113347530365,Positive
洗胃结束 符咒也取出来了,0.8233144879341125,Positive
我胃里鸡飞狗跳的,0.9656327366828918,Negative
她怎么办？,0.9179053902626038,Negative
我想你应该能管好你侄女吧,0.8374964594841003,Negative
龙叔 那我现在算是秘密特工了吧？,0.9550712704658508,Positive
-不算-不算,0.9905121922492981,Negative
龙叔 你拍动作场面的时候为什么坚持亲自上场 不用替身？,0.9515642523765564,Positive
我做了很多年的武替,0.7772116661071777,Negative
观众们只要看见电影里的角色大显神威,0.9512649178504944,Positive
就会鼓掌喝彩,0.8057942390441895,Positive
我朋友也这样 我就告诉他们演员都没上场 真正拼命的人是我啊,0.9201153516769409,Negative
那时候我就发誓,0.808221161365509,Positive
等我以后出了名绝不用替身 我要亲自完成动作场面,0.6402798891067505,Negative
我要让观众看到在银屏上拼命的人是我 不是替身,0.8028532266616821,Positive
我也想让我的子孙后代们看到...,0.9036455154418945,Negative
那个光芒万丈的人是你们的爷爷 是你们的父亲,0.8849287629127502,Positive
更何况 我也很喜欢武打,0.7519600987434387,Positive
墨西哥这儿也有中国符咒,0.6239648461341858,Positive
看来老爹说的天地四方 果真没错,0.9939809441566467,Positive
他在金字塔那儿 我们走,0.961829662322998,Positive
金字塔里面不是有木乃伊吗？,0.6041375398635864,Positive
埃及金字塔才有,0.9012095332145691,Positive
我们为什么不先让成龙找到符咒呢？,0.6155012249946594,Positive
等他出来时我们再把符咒抢走,0.8264343738555908,Positive
你懂什么 我们根本不知道牛符咒的威力有多大,0.990045964717865,Negative
没准他出来时 就变成一个十几米高 长着激光眼的怪物了,0.5366532206535339,Negative
我可不想见到激光眼巨人,0.9580890536308289,Negative
大家快去追他 快,0.9003630876541138,Positive
符咒呢？,0.8561628460884094,Negative
辛苦你了 成龙,0.8644241690635681,Positive
-怎么不见了？-我也不知道,0.9445030093193054,Negative
撒谎,0.9988157749176025,Negative
符咒在哪？,0.6008633971214294,Positive
可能很久以前就被人拿走了,0.6356205344200134,Positive
我才不信,0.9143781065940857,Negative
是木乃伊,0.9905834197998047,Negative
木乃伊 快跑,0.9709362983703613,Positive
-小玉？-怎么回事啊 龙叔？,0.6740283966064453,Negative
快跑,0.9532967209815979,Positive
人呢,0.8901565074920654,Negative
快追,0.9332886338233948,Positive
你怎么来了？,0.9614181518554688,Negative
你不是应该在房里写作业吗,0.7847537398338318,Negative
幸亏我来了,0.9412123560905457,Positive
否则你早就被打死了,0.8820727467536926,Negative
谢谢你 但以后别再这么早写完作业了,0.8204783797264099,Positive
太危险了,0.9918312430381775,Negative
喂,0.8692213892936707,Positive
抱歉 我会还回来的 谢谢,0.6414262056350708,Negative
这儿有鲨鱼吗？,0.8659387826919556,Negative
古金字塔 滑翔机 西班牙油条,0.9871477484703064,Negative
墨西哥太棒了 对吧 龙叔,0.9742592573165894,Positive
符咒可能远在千里之外,0.9684203267097473,Negative
我们到处问问 或许当地人会知道,0.6363869309425354,Positive
流浪乐队,0.8509517312049866,Negative
好吧 别乱跑,0.9538326263427734,Negative
你好 我叫帕克,0.6336694359779358,Positive
这么迷人的小姐 今晚有何打算呢？,0.983182430267334,Positive
你是想约我吗？,0.9766896963119507,Negative
不是的,0.9955087900161743,Negative
我是在给牛战士招募观众呢,0.8753455281257629,Negative
牛什么来着？,0.9541959762573242,Negative
牛战士 墨西哥最强的英雄,0.7011165022850037,Positive
他战无不胜,0.7626509070396423,Positive
我长大也想像他一样,0.9085291624069214,Positive
你是说摔跤？,0.9504314661026001,Negative
谁都知道那是假的,0.9961960315704346,Negative
牛战士不是假的,0.6242119073867798,Negative
牛战士战无不胜 是因为他很厉害,0.8710814714431763,Positive
是吗 看见那个人了吗,0.8086622953414917,Negative
他才是最厉害的摔跤手,0.703873872756958,Negative
贼眉鼠眼的那个？,0.9418455958366394,Negative
牛战士完全不是他的对手,0.9833493232727051,Negative
